title,brand,rating,ratings_number,price,prime_option,answers,first_date,sponsored_option,categories,position,page
EVO Maya Hide Leather Pro GEL Boxing Gloves For MMA Punch Bag Sparring Muay Thai KickBoxing Fighting Training Glove with FREE Boxing Hand Wraps,Brand: EVO Fitness,,251 ratings,20,True,"
6 answered questions
","
6 Feb. 2014
",False,"['2,468 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '8 in Boxing Training Gloves']",10,1
ALPHA FORCE 3.0 Boxing Gloves Matte Hide Boxing gloves for Training,Brand: ALPHA FORCE,,542 ratings,21,True,"
11 answered questions
","
9 Feb. 2019
",False,"['3,572 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '13 in Boxing Training Gloves']",11,1
EMRAH V-2.1 Boxing Gloves Matte Hide Boxing Training,Visit the EMRAH Store,,453 ratings,23,True,"
3 answered questions
","
3 July 2017
",False,"['3,668 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '14 in Boxing Training Gloves']",12,1
Reebok Boxing Gloves,Visit the Reebok Store,,582 ratings,25,False,0,"
10 Jan. 2018
",False,"['8,258 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '32 in Boxing Training Gloves']",13,1
"RDX Boxing Gloves for Training Muay Thai Maya Hide Leather NOIR Gloves for Sparring, Kickboxing, Fighting, Punch Bags and Focus Pads Punching Matte Black",Visit the RDX Store,,"1,618 ratings",31,True,"
28 answered questions
","
5 Oct. 2018
",False,"['1,888 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '6 in Boxing Training Gloves']",14,1
EVO Fitness Matte Boxing pads and Gloves Set Target Focus pads Mitts and Boxing Gloves Hook and Jab Training Sparring MMA Martial Arts Muay Thai Kickboxing Karate,Brand: EVO Fitness,,99 ratings,34,True,"
4 answered questions
","
22 May 2016
",False,"['15,137 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '60 in Boxing Training Gloves']",15,1
"Boxing Inner GEL Gloves for Punching Neoprene Padded Fist Protector Bandages under Mitts Quick Long 1 meter Wrist Support, Great for MMA, Muay Thai, Kickboxing, Martial Arts Training for Men &amp; Women",Brand: Vector sports &amp; Fitness,,5 ratings,8,False,0,"
30 Sept. 2020
",True,"['5,016 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '20 in Boxing Training Gloves']",16,1
SAWANS Punch Bag Boxing Gloves Karate Mitts MMA Body Combat Taekwondo Training Martial Art Fighting Grappling Muay Thai,Brand: SAWANS,,219 ratings,7,False,0,"
8 July 2020
",True,"['2,230 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1 in Boxing Bag Gloves']",17,1
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Set in Ounce 16oz 14oz 12oz 10oz 8oz for Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | Black Paw™,Visit the Valour Strike Store,,179 ratings,29,True,"
10 answered questions
","
16 Aug. 2019
",False,"['5,450 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '15 in Boxing Fight Gloves']",18,1
"RDX Kids Boxing Gloves Sparring and Muay Thai Maya Hide Leather, KARA Patent Pending Junior Training Mitt for Kickboxing, Punch Bag, Focus Pads, MMA, Thai Pad, Double End Ball Punching Fight Gloves",Visit the RDX Store,,53 ratings,24,True,0,"
6 Nov. 2020
",False,"['6,194 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '25 in Boxing Training Gloves']",19,1
TapouT Kids Boxing Gloves and Pads Set Combo TRAINER,Brand: TapouT,,92 ratings,22,True,0,"
16 Nov. 2018
",False,"['1,325 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '3 in Boxing Training Gloves']",20,1
XN8 Boxing Gloves for Training Punch bag - MMA - Muay Thai - Fighting - Kickboxing - Sparring - Punching Mitts,Visit the Xn8 Sports Store,,304 ratings,23,True,"
5 answered questions
","
21 July 2020
",False,"['1,977 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '8 in Boxing Gloves']",21,1
"Wolon Boxing Gloves 10oz 12oz 16oz for Training and Sparring, Muay Thai, Kickboxing, MMA, Heavy Bag and Focus Pads. For Men and Women PU Leather for long lasting durability.",Brand: Wolon,,48 ratings,29,True,0,"
17 July 2020
",False,"['16,090 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '38 in Boxing Fight Gloves', '61 in Boxing Training Gloves']",22,1
Boxing sparing punching pads and bag glove rex leather + FREE hand wraps &amp; skipping rope,Brand: Vader Sports,,158 ratings,39,True,0,"
22 Jan. 2016
",False,"['4,858 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '11 in Boxing Fight Gloves']",23,1
adidas Boxing Gloves Men Women Kids Sparring Training Hybrid 100 6oz 8oz 10oz 12oz 14oz 16oz,Visit the adidas Store,,715 ratings,34,True,"
19 answered questions
","
6 Aug. 2018
",False,"['5,057 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '13 in Boxing Fight Gloves', '21 in Boxing Training Gloves']",24,1
"Lions Boxing Gloves 8oz, Ideal for Teenagers Aged 12-15 Years, Pair of Sparring Mitts",Visit the Lions Store,,31 ratings,14,True,0,"
30 Oct. 2019
",False,"['15,402 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '61 in Boxing Training Gloves']",25,1
EVO Fitness Ladies GEL Rex Leather Boxing Gloves Punch Bag MMA Muay Thai Martial Arts Kick Boxing,Brand: EVO Fitness,,736 ratings,19,False,"
22 answered questions
","
17 Jan. 2014
",False,"['2,874 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '5 in Boxing Fight Gloves', '9 in Boxing Training Gloves']",26,1
Everlast  Pro Style Boxing Training Gloves,Brand: Everlast,,"1,236 ratings",39,False,"
26 answered questions
","
18 Dec. 2014
",False,"['12,898 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '50 in Boxing Training Gloves']",27,1
"RDX Boxing Gloves for Training and Muay Thai, Maya Hide Leather Mitts for Fighting, Kickboxing, Sparring, EGO Glove for Punch Bag, Focus Pads, Thai Pad and Double End Ball Punching",Visit the RDX Store,,"1,834 ratings",31,True,"
47 answered questions
","
27 Aug. 2020
",False,"['3,688 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '9 in Boxing Fight Gloves']",28,1
"Everlast Unisex's Men's Pro Style Elite Training Boxing Gloves-Red, 16 oz",Brand: Everlast,,45 ratings,29,True,0,"
3 Mar. 2015
",False,"['13,985 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '57 in Boxing Training Gloves']",29,1
XN8 Boxing Gloves for Training Punch bag - MMA - Muay Thai - Fighting - Kickboxing - Sparring - Punching Mitts,Visit the Xn8 Sports Store,,305 ratings,23,True,"
5 answered questions
","
21 July 2020
",True,"['1,977 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '8 in Boxing Gloves']",30,1
"RDX Boxing Gloves for Training Muay Thai Maya Hide Leather Mitts for Sparring, Kickboxing, Fighting Great for Heavy Punch Bag, Double End Speed Ball Focus Pads Punching",Visit the RDX Store,,75 ratings,46,True,"
4 answered questions
","
25 Nov. 2019
",True,"['44,516 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '122 in Boxing Training Gloves']",31,1
"Lions Boxing Gloves MMA Punch Bag Training Mitts 6oz, 8oz, 10oz, 14oz, 16oz, Black, Pink, Red",Visit the Lions Store,,"1,325 ratings",14,True,"
33 answered questions
","
16 Feb. 2016
",True,"['685 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1 in Boxing Training Gloves', '2 in Boxing Fight Gloves']",32,1
EVO Fitness Ladies Matte Pink Boxing Gloves Punch Bag Women MMA Muay Thai Martial Arts Kick Boxing Girls Sparring Training Fighting Gloves With Hand Wraps,Brand: EVO Fitness,,44 ratings,18,False,0,"
13 Sept. 2020
",False,"['7,418 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '30 in Boxing Training Gloves']",33,1
"RDX Boxing Hand Wraps Inner Gloves for Punching, Elasticated Padded Bandages under Mitts, Quick Long Wrist Support, Fist Protector, Great for MMA, Muay Thai, Kickboxing, Martial Arts Training",Visit the RDX Store,,"2,851 ratings",11,False,"
25 answered questions
","
25 Feb. 2019
",False,"['380 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1 in Martial Arts Hand Wraps', '1 in Boxing Fight Gloves']",34,1
"A1 Fight Gear Boxing Gloves - 10oz, 12oz, 14oz, 16oz Top Grain Cowhide Leather Training Gloves, Hand Made, Fully Attached Thumb - Muay Thai, Kickboxing, Sparring, Boxercise, Punchbag",Visit the A1 Fight Gear Store,,35 ratings,39,True,0,"
5 Dec. 2020
",False,"['14,476 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '59 in Boxing Training Gloves']",35,1
Dtown Boxing Gloves for Kids 4oz 6 oz Training Sparring Punch Bag Mitt for Child Age 3 to 12 Years,Brand: Dtown,,254 ratings,18,False,0,"
26 Jan. 2019
",False,"['5,398 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '22 in Boxing Training Gloves']",36,1
"RDX Kids Boxing Gloves for Training &amp; Muay Thai Maya Hide Leather Junior 4oz, 6oz Mitts for Sparring, Focus Pads, Fighting &amp; Kickboxing Good for Youth Punch Bag, Punching and Grappling Dummy",Visit the RDX Store,,799 ratings,16,False,"
11 answered questions
","
12 July 2016
",False,"['2,548 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '4 in Boxing Fight Gloves']",37,1
"RDX Kids Boxing Gloves for Training, Muay Thai, Maya hide leather Junior 6oz Mitts for Kickboxing, Sparring, Fighting, Good for Youth Punch Bag, Grappling Dummy and Focus Pads Punching",Visit the RDX Store,,165 ratings,19,False,0,"
14 Nov. 2019
",False,"['7,912 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '31 in Boxing Training Gloves']",38,1
"Farabi Junior kids 6-oz Boxing Gloves Sparring , training bag mitt gloves Kids Boxing Gloves Junior Boxing Gloves Punching Mitt Kids Training Boxing Gloves for the kids age ranging between 3 to 12 Year.",Brand: Farabi Sports,,80 ratings,12,False,0,"
16 Feb. 2016
",False,"['11,774 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '46 in Boxing Training Gloves']",39,1
"RangTouek Boxing Gloves for Training &amp; Muay Thai in PU Leather, Boxing Mitts for Fighting, Kickboxing, Sparring &amp; Punch Bag, Focus Pads, Grappling Dummy, and Double End Speed Ball Punching",Brand: RangTouek,,46 ratings,13,False,0,"
28 July 2020
",False,"['3,663 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '16 in Boxing Training Gloves']",40,1
Farabi Kids Boxing Gloves 4-oz Junior Boxing Gloves Punching Mitt Kids Training Boxing Gloves for the kids age ranging between 3 to 8 Years,Brand: Farabi Sports,,720 ratings,12,False,"
6 answered questions
","
17 Oct. 2012
",False,"['2,993 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '6 in Boxing Fight Gloves']",41,1
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Set Ounce 16oz 14oz 12oz 10oz 8oz For Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | Red Paw™,Visit the Valour Strike Store,,186 ratings,29,True,"
7 answered questions
","
17 Nov. 2016
",False,"['17,244 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '36 in Boxing Fight Gloves']",42,1
"Everlast Unisex's Men's Pro Style Elite Training Boxing Gloves-Blue, 16 oz",Brand: Everlast,,49 ratings,29,True,0,"
3 Mar. 2015
",False,"['29,011 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '95 in Boxing Training Gloves']",43,1
EMRAH Boxing Gloves for Training Matte Hide Leather Gloves,Visit the EMRAH Store,,43 ratings,19,False,0,"
12 Sept. 2020
",False,"['9,702 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '7 in Training Gloves', '36 in Boxing Training Gloves']",44,1
"SKL Kids Boxing Gloves for Training, 4Oz Punch Mitts Gloves PU Cartoon Sparring Training Gloves for Fighting, Kick Boxing",Brand: SKL,,911 ratings,14,False,"
4 answered questions
","
27 Jun. 2017
",False,"['2,372 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '7 in Boxing Training Gloves']",45,1
"RDX Boxing Gloves for Training Muay Thai Maya Hide Leather Gloves for Sparring, Kickboxing, Fighting, Punch Bags, Double End Speed Ball Focus Pads Punching",Visit the RDX Store,,269 ratings,28,True,"
3 answered questions
","
5 Nov. 2019
",False,"['9,915 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '38 in Boxing Training Gloves']",46,1
"MAXSTRENGTH Boxing Gloves MMA Mitts for Sparring, Kickboxing, Heavy Punch Bag Grappling Dummy Double End Speed Ball &amp; Focus Pads Workout 6oz, 8oz, 10oz, 12oz 14oz, 16oz",Visit the MAXSTRENGTH Store,,287 ratings,14,True,"
6 answered questions
","
7 July 2012
",False,"['3,645 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '15 in Boxing Training Gloves']",47,1
Valour Strike Pink Boxing Gloves for Women Ladies Girls Men &amp; Kids | Set in Ounce 16oz 14oz 12oz 10oz 8oz 6oz or 4oz For Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | Pink Paw™,Visit the Valour Strike Store,,24 ratings,29,True,0,"
13 July 2020
",False,"['10,392 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '40 in Boxing Training Gloves']",48,1
Venum Men's Impact Boxing Gloves,Visit the Venum Store,,"1,062 ratings",55,True,"
6 answered questions
","
10 April 2017
",False,"['13,176 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '29 in Boxing Fight Gloves', '53 in Boxing Training Gloves']",49,1
Islero EVO Fitness Matte Black Boxing Gloves Men Punch Bag Women MMA Muay Thai Martial Arts Kick Boxing Sparring Training Fighting Gloves With Hand Wraps,Brand: Islero,,11 ratings,17,True,0,"
11 Nov. 2020
",False,"['20,894 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '78 in Boxing Training Gloves']",50,1
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Glove Ounce set to 16oz 14oz 12oz 10oz 8oz | Pro Boxing Training Gloves for Sparring in Kickboxing MMA Muay Thai or Boxercise Training,Visit the Valour Strike Store,,427 ratings,29,True,"
36 answered questions
","
12 Aug. 2019
",False,"['6,834 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '19 in Boxing Fight Gloves']",51,1
"Odoland Kids Boxing Gloves, 6oz Training Gloves for Kids Children Youth Punching Bag Kickboxing Muay Thai Mitts MMA Training Sparring Gloves",Visit the Odoland Store,,24 ratings,12,False,0,"
15 Jun. 2020
",False,"['16,599 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '63 in Boxing Training Gloves']",52,1
"RDX Women Boxing Gloves for Training Muay Thai Maya Hide Leather Ladies Mitts for Fighting, Kickboxing, Sparring EGO Glove for Punch Bag, Focus Pads and Double End Ball Punching",Visit the RDX Store,,62 ratings,32,True,0,"
3 Aug. 2016
",False,"['17,529 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '66 in Boxing Training Gloves']",53,1
Mytra Fusion Boxing Gloves Tribal SL-3 Training Gloves,Visit the Mytra Fusion Store,,585 ratings,21,True,"
12 answered questions
","
11 Oct. 2018
",False,"['19,037 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '71 in Boxing Training Gloves']",54,1
adidas Men's Hybrid 50 Boxing,Visit the adidas Store,,183 ratings,32,True,0,"
16 Aug. 2019
",False,"['15,666 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '31 in Boxing Fight Gloves']",55,1
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Set in Ounce 16oz 14oz 12oz 10oz 8oz for Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | White Paw™,Visit the Valour Strike Store,,70 ratings,29,True,0,"
17 Aug. 2019
",False,"['13,343 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '54 in Boxing Training Gloves']",56,1
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Set in Ounce 16oz 14oz 12oz 10oz 8oz for Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | Black Paw™,Visit the Valour Strike Store,,179 ratings,29,True,"
10 answered questions
","
17 Nov. 2016
",True,"['5,450 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '15 in Boxing Fight Gloves']",57,1
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Glove Ounce set to 16oz 14oz 12oz 10oz 8oz | Pro Boxing Training Gloves for Sparring in Kickboxing MMA Muay Thai or Boxercise Training,Visit the Valour Strike Store,,427 ratings,29,True,"
36 answered questions
","
12 Aug. 2019
",True,"['6,834 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '19 in Boxing Fight Gloves']",58,1
"A1 Fight Gear Boxing Gloves - 10oz 12oz 14oz 16oz Durable PU Leather, Injected Mould, Fully Attached Thumb - Muay Thai, Kickboxing, Martial Arts Training, Sparring, Boxercise - Adjustable Fit, Hook and Loop Wrist Closure",Visit the A1 Fight Gear Store,,31 ratings,24,True,0,"
30 April 2019
",True,"['58,771 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '77 in Boxing Fight Gloves', '157 in Boxing Training Gloves']",59,1
