title,brand,rating,ratings_number,price,prime_option,answers,first_date,sponsored_option,categories,position,page
EVO Fitness Matte Boxing pads and Gloves Set Target Focus pads Mitts and Boxing Gloves Hook and Jab Training Sparring MMA Martial Arts Muay Thai Kickboxing Karate,Brand: EVO Fitness,,99 ratings,34,True,"
4 answered questions
","
22 May 2016
",False,"['15,137 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '60 in Boxing Training Gloves']",30,1
TEKXYZ Bad Kids Series Boxing Gloves 4 6 OZ – Synthetic Leather Kids Boxing Training Gloves with Vivid Color for Boys and Girls Age 3 to 12 Years Old,Brand: TEKXYZ,,96 ratings,12,False,0,"
11 Nov. 2020
",True,"['7,391 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '29 in Boxing Training Gloves']",31,1
"RDX Boxing Gloves for Training and Muay Thai, Maya Hide Leather Mitts for Fighting, Kickboxing, Sparring, EGO Glove for Punch Bag, Focus Pads, Thai Pad and Double End Ball Punching",Visit the RDX Store,,"1,838 ratings",31,True,"
47 answered questions
","
27 Aug. 2020
",True,"['3,688 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '9 in Boxing Fight Gloves']",32,1
"Rupla 10oz REX leather Boxing Gloves and REX leather Gel V3 Curved focus Pads Set for Muay Thai, Kickboxing, Martial Arts, Karate, MMA Training +FREE Speed Rope,+FREE Mesh Bag",Brand: Rupla,,7 ratings,29,False,0,"
31 July 2020
",True,"['23,293 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '605 in Boxing (Sports & Outdoors)']",33,1
"RDX Boxing Gloves for Training Muay Thai Maya Hide Leather Gloves for Sparring, Kickboxing, Fighting, Punch Bags, Double End Speed Ball Focus Pads Punching",Visit the RDX Store,,269 ratings,28,True,"
3 answered questions
","
5 Nov. 2019
",False,"['9,915 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '38 in Boxing Training Gloves']",34,1
adidas Boxing Gloves Men Women Kids Sparring Training Hybrid 100 6oz 8oz 10oz 12oz 14oz 16oz,Visit the adidas Store,,717 ratings,34,True,"
19 answered questions
","
6 Aug. 2018
",False,"['5,057 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '13 in Boxing Fight Gloves', '21 in Boxing Training Gloves']",35,1
"GoMax Leather Boxing Gloves 6,8,10,12,14,16 oz Boxing Gloves for Training Punching bag Sparring, Punching Boxing Bag Gloves Mitts Muay Thai Kickboxing MMA Martial Arts Workout Gloves",Brand: GO MAX,,420 ratings,16,False,"
7 answered questions
","
14 Sept. 2019
",False,"['2,995 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '10 in Boxing Training Gloves']",36,1
TEKXYZ Bad Kids Series Boxing Gloves 4 6 OZ – Synthetic Leather Kids Boxing Training Gloves with Vivid Color for Boys and Girls Age 3 to 12 Years Old,Brand: TEKXYZ,,96 ratings,14,False,0,"
11 Nov. 2020
",False,"['7,391 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '29 in Boxing Training Gloves']",37,1
"Rehomy Boxing Gloves, Pro Grade Kickboxing Fighting Sparring Muay Thai Training Gloves for Men &amp; Women",Brand: Rehomy,,102 ratings,15,False,0,"
26 Sept. 2019
",False,"['33,792 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '98 in Boxing Training Gloves']",38,1
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Set in Ounce 16oz 14oz 12oz 10oz 8oz for Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | White Paw™,Visit the Valour Strike Store,,70 ratings,29,True,0,"
17 Aug. 2019
",False,"['13,343 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '54 in Boxing Training Gloves']",39,1
Farabi Sports Boxing Gloves Punching Bag Training Focus Pads Gloves,Brand: Farabi Sports,,577 ratings,19,False,"
22 answered questions
","
7 Aug. 2016
",False,"['8,659 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '21 in Boxing Fight Gloves', '33 in Boxing Training Gloves']",40,1
MAXSTRENGTH Boxing Mitts Punching Training Bag Gloves Sparring Martial Arts Muay Thai,Brand: MAXSTRENGTH,,70 ratings,12,True,0,"
25 Nov. 2019
",False,"['64,268 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '17 in Boxing Bag Gloves']",41,1
"A1 Fight Gear Boxing Gloves - 10oz, 12oz, 14oz, 16oz Top Grain Cowhide Leather Training Gloves, Hand Made, Fully Attached Thumb - Muay Thai, Kickboxing, Sparring, Boxercise, Punchbag",Visit the A1 Fight Gear Store,,35 ratings,39,True,0,"
5 Dec. 2020
",False,"['18,860 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '65 in Boxing Training Gloves']",42,1
RDX Taekwondo Gloves Training Martial Arts Boxing Sparring TKD Punch Bag Mitts MMA Grappling Karate Fighting,Visit the RDX Store,,19 ratings,16,False,0,"
9 Sept. 2016
",False,"['47,826 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '3 in Bag Gloves']",43,1
EVO Fitness Ladies Matte Pink Boxing Gloves Punch Bag Women MMA Muay Thai Martial Arts Kick Boxing Girls Sparring Training Fighting Gloves With Hand Wraps,Brand: EVO Fitness,,46 ratings,18,False,0,"
13 Sept. 2020
",False,"['7,418 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '30 in Boxing Training Gloves']",44,1
Lang Horn MMA Gloves for Sparring Martial Arts Training Matte Black PU Skin Leather for Kickboxing Muay Thai Mitts,Brand: Lang Horn,,72 ratings,19,False,"
4 answered questions
","
5 Jan. 2020
",False,"['85,012 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '98 in Boxing Fight Gloves']",45,1
"GranVela MMA Gloves, ZOOBOO Half-finger Boxing Training Gloves Punching Mitts with Adjustable Wrist Band for Kickboxing Sparring Muay Thai Bag - Fit Hand",Brand: GranVela,,467 ratings,16,False,"
94 answered questions
","
13 Mar. 2018
",False,"['34,948 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '18 in Training Gloves']",46,1
EVO Fitness Boxing Gloves Men Punch Bag Women MMA Muay Thai Martial Arts Kick Boxing Sparring Training Fighting UFC Adults Gloves With Hand Wraps,Brand: EVO Fitness,,2 ratings,16,False,0,"
28 Dec. 2020
",False,"['9,788 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '37 in Boxing Training Gloves']",47,1
"RDX Kids Boxing Gloves Sparring and Muay Thai Maya Hide Leather, KARA Patent Pending Junior Training Mitt for Kickboxing, Punch Bag, Focus Pads, MMA, Thai Pad, Double End Ball Punching Fight Gloves",Visit the RDX Store,,54 ratings,24,True,0,"
6 Nov. 2020
",False,"['6,194 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '25 in Boxing Training Gloves']",48,1
Dtown Boxing Gloves for Kids 4oz 6 oz Training Sparring Punch Bag Mitt for Child Age 3 to 12 Years,Brand: Dtown,,254 ratings,18,False,0,"
26 Jan. 2019
",False,"['5,398 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '22 in Boxing Training Gloves']",49,1
XN8 Boxing Gloves for Training Punch bag-Lamina Hide Leather Mitts For Fighting-Kickboxing-Sparring-Muay Thai-Great for Double End Speed Ball &amp; Focus Pads Punching,Visit the Xn8 Sports Store,,29 ratings,17,False,0,"
9 Aug. 2015
",False,"['11,894 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '25 in Boxing Fight Gloves', '47 in Boxing Training Gloves']",50,1
MMA Gloves for Martial Arts Training and Grappling Krav Maga Open Palm Liani Hide Leather Wrist Strap Sparring Mitts for Kickboxing Muay Thai Cage UFC Fighting Punching Combat (MULTI COLORS/SIZES),Visit the 3X Professional Choice Store,,51 ratings,20,True,0,"
15 Dec. 2018
",False,"['94,244 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '230 in Boxing Training Gloves']",51,1
"Boxing Inner GEL Gloves for Punching Neoprene Padded Fist Protector Bandages under Mitts Quick Long 1 meter Wrist Support, Great for MMA, Muay Thai, Kickboxing, Martial Arts Training for Men &amp; Women",Brand: Vector sports &amp; Fitness,,5 ratings,8,False,0,"
30 Sept. 2020
",False,"['5,016 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '20 in Boxing Training Gloves']",52,1
Starpro Hook n’ Loop Inner Gloves | Cotton Glove &amp; Semi bandage | Multi Colours| Fist &amp; Thumb Protector for Boxing Sparring Muay Thai Kickboxing MMA Martial Arts and Fight Training,Visit the Starpro Store,,653 ratings,8,False,0,"
2 Jan. 2020
",False,"['7,015 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '16 in Martial Arts Hand Wraps']",53,1
"RDX Kids Boxing Gloves for Training, Muay Thai, Maya hide leather Junior 6oz Mitts for Kickboxing, Sparring, Fighting, Good for Youth Punch Bag, Grappling Dummy and Focus Pads Punching",Visit the RDX Store,,165 ratings,19,False,0,"
14 Nov. 2019
",False,"['7,912 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '31 in Boxing Training Gloves']",54,1
Islero EVO Fitness Matte Black Boxing Gloves Men Punch Bag Women MMA Muay Thai Martial Arts Kick Boxing Sparring Training Fighting Gloves With Hand Wraps,Brand: Islero,,11 ratings,17,True,0,"
11 Nov. 2020
",False,"['20,894 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '78 in Boxing Training Gloves']",55,1
"Lions Classic Adult Unisex Boxing Gloves For MMA, Sparring, Punch Bag Training",Visit the Lions Store,,33 ratings,14,True,0,"
30 Oct. 2019
",False,"['54,370 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '143 in Boxing Training Gloves']",56,1
longeek Kids Boxing Gloves 4oz Junior Cartoon Training Sparring Punch Bag Mitt for Child Age 3 to 12Years Red,Brand: longeek,,1 rating,16,False,0,"
10 Dec. 2020
",False,"['45,647 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '125 in Boxing Training Gloves']",57,1
Xnature Boxing Equipment Punching Gloves Thai Pads Boxing Training Mitts Kickboxing Pad Punch Pad Boxing Mitts Punching Pad (Punching Mitts A pair Red),Brand: Xnature,,907 ratings,20,True,"
9 answered questions
","
30 Dec. 2019
",True,"['705 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '1 in Boxing Punch Mitts']",58,1
Valour Strike Boxing Gloves for Men Women Ladies Juniors &amp; Kids | Set in Ounce 16oz 14oz 12oz 10oz 8oz for Pro Sparring Kickboxing MMA Muay Thai or Boxercise Training Workout | Black Paw™,Visit the Valour Strike Store,,179 ratings,29,True,"
10 answered questions
","
16 Aug. 2019
",True,"['5,450 in Sports & Outdoors (See Top 100 in Sports & Outdoors)', '15 in Boxing Fight Gloves']",59,1
